id,Party_ID,Party,Acronym,Votes,Municipality
33,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,1,Hani i Elezit
33,1,PARTIA LIBERALE EGJIPTIANE,,7,Hani i Elezit
33,14,KOALICIJA VAKAT,,9,Hani i Elezit
33,15,FJALA,,11,Hani i Elezit
33,16,LËVIZJA VETËVENDOSJE!,,1303,Hani i Elezit
33,4,STRANKA DEMOKRATSKE AKCIJE,,0,Hani i Elezit
33,5,PARTIJA KOSOVSKIH SRBA,,0,Hani i Elezit
33,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,3,Hani i Elezit
33,7,POKRET ZA GORA,,0,Hani i Elezit
33,8,NOVA DEMOKRATSKA STRANKA,,1,Hani i Elezit
33,9,AAK-PSD KOALICIONI 100% KOSOVË,,313,Hani i Elezit
33,10,SLOBODA,,1,Hani i Elezit
33,11,SAMOSTALNA LIBERALNA STRANKA,,2,Hani i Elezit
33,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,307,Hani i Elezit
33,13,JEDINSTVENA GORANSKA PARTIJA,,9,Hani i Elezit
33,18,PARTIA ROME E BASHKUAR E KOSOVËS,,2,Hani i Elezit
33,19,PARTIA EUROATLANTIKE E KOSOVËS,,0,Hani i Elezit
33,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Hani i Elezit
33,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,2,Hani i Elezit
33,22,ESMIR KASI,,0,Hani i Elezit
33,23,GRAÐANSKA İNİCİJATİVA GORE,,1,Hani i Elezit
33,24,LIDHJA DEMOKRATIKE E KOSOVËS,,593,Hani i Elezit
33,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Hani i Elezit
33,25,SRPSKA LISTA,,0,Hani i Elezit
34,2,PARTIA DEMOKRATIKE E KOSOVËS,,159,Graçanicë
34,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,6,Graçanicë
34,4,STRANKA DEMOKRATSKE AKCIJE,,1,Graçanicë
34,1,PARTIA LIBERALE EGJIPTIANE,,2,Graçanicë
34,14,KOALICIJA VAKAT,,7,Graçanicë
34,15,FJALA,,5,Graçanicë
34,16,LËVIZJA VETËVENDOSJE!,,174,Graçanicë
34,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,1,Graçanicë
34,18,PARTIA ROME E BASHKUAR E KOSOVËS,,12,Graçanicë
34,19,PARTIA EUROATLANTIKE E KOSOVËS,,0,Graçanicë
34,20,KOSOVAKI NEVI ROMANI PARTIA,,8,Graçanicë
34,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,4,Graçanicë
34,22,ESMIR KASI,,0,Graçanicë
34,23,GRAÐANSKA İNİCİJATİVA GORE,,3,Graçanicë
34,24,LIDHJA DEMOKRATIKE E KOSOVËS,,270,Graçanicë
34,25,SRPSKA LISTA,,8233,Graçanicë
34,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,41,Graçanicë
34,13,JEDINSTVENA GORANSKA PARTIJA,,6,Graçanicë
34,5,PARTIJA KOSOVSKIH SRBA,,22,Graçanicë
34,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,3,Graçanicë
34,7,POKRET ZA GORA,,1,Graçanicë
34,8,NOVA DEMOKRATSKA STRANKA,,3,Graçanicë
34,9,AAK-PSD KOALICIONI 100% KOSOVË,,46,Graçanicë
34,10,SLOBODA,,185,Graçanicë
34,11,SAMOSTALNA LIBERALNA STRANKA,,397,Graçanicë
35,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Ranillug
35,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,1,Ranillug
35,4,STRANKA DEMOKRATSKE AKCIJE,,1,Ranillug
35,5,PARTIJA KOSOVSKIH SRBA,,7,Ranillug
35,1,PARTIA LIBERALE EGJIPTIANE,,1,Ranillug
35,2,PARTIA DEMOKRATIKE E KOSOVËS,,12,Ranillug
35,16,LËVIZJA VETËVENDOSJE!,,8,Ranillug
35,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Ranillug
35,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Ranillug
35,19,PARTIA EUROATLANTIKE E KOSOVËS,,0,Ranillug
35,7,POKRET ZA GORA,,0,Ranillug
35,8,NOVA DEMOKRATSKA STRANKA,,0,Ranillug
35,9,AAK-PSD KOALICIONI 100% KOSOVË,,10,Ranillug
35,10,SLOBODA,,26,Ranillug
35,11,SAMOSTALNA LIBERALNA STRANKA,,134,Ranillug
35,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,7,Ranillug
35,13,JEDINSTVENA GORANSKA PARTIJA,,0,Ranillug
35,14,KOALICIJA VAKAT,,0,Ranillug
35,15,FJALA,,5,Ranillug
35,23,GRAÐANSKA İNİCİJATİVA GORE,,0,Ranillug
35,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Ranillug
35,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,2,Ranillug
35,22,ESMIR KASI,,0,Ranillug
35,24,LIDHJA DEMOKRATIKE E KOSOVËS,,12,Ranillug
35,25,SRPSKA LISTA,,2623,Ranillug
36,5,PARTIJA KOSOVSKIH SRBA,,3,Partesh
36,8,NOVA DEMOKRATSKA STRANKA,,0,Partesh
36,9,AAK-PSD KOALICIONI 100% KOSOVË,,0,Partesh
36,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Partesh
36,7,POKRET ZA GORA,,0,Partesh
36,16,LËVIZJA VETËVENDOSJE!,,5,Partesh
36,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,3,Partesh
36,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Partesh
36,19,PARTIA EUROATLANTIKE E KOSOVËS,,0,Partesh
36,20,KOSOVAKI NEVI ROMANI PARTIA,,1,Partesh
36,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,1,Partesh
36,22,ESMIR KASI,,0,Partesh
36,10,SLOBODA,,13,Partesh
36,11,SAMOSTALNA LIBERALNA STRANKA,,116,Partesh
36,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,0,Partesh
36,13,JEDINSTVENA GORANSKA PARTIJA,,0,Partesh
36,14,KOALICIJA VAKAT,,1,Partesh
36,15,FJALA,,0,Partesh
36,1,PARTIA LIBERALE EGJIPTIANE,,1,Partesh
36,2,PARTIA DEMOKRATIKE E KOSOVËS,,0,Partesh
36,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,1,Partesh
36,4,STRANKA DEMOKRATSKE AKCIJE,,1,Partesh
36,24,LIDHJA DEMOKRATIKE E KOSOVËS,,2,Partesh
36,25,SRPSKA LISTA,,2007,Partesh
36,23,GRAÐANSKA İNİCİJATİVA GORE,,0,Partesh
37,10,SLOBODA,,4,Kllokot
37,8,NOVA DEMOKRATSKA STRANKA,,0,Kllokot
37,9,AAK-PSD KOALICIONI 100% KOSOVË,,47,Kllokot
37,1,PARTIA LIBERALE EGJIPTIANE,,3,Kllokot
37,2,PARTIA DEMOKRATIKE E KOSOVËS,,123,Kllokot
37,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,0,Kllokot
37,4,STRANKA DEMOKRATSKE AKCIJE,,1,Kllokot
37,5,PARTIJA KOSOVSKIH SRBA,,1,Kllokot
37,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,0,Kllokot
37,7,POKRET ZA GORA,,1,Kllokot
37,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,0,Kllokot
37,22,ESMIR KASI,,0,Kllokot
37,23,GRAÐANSKA İNİCİJATİVA GORE,,0,Kllokot
37,24,LIDHJA DEMOKRATIKE E KOSOVËS,,170,Kllokot
37,25,SRPSKA LISTA,,1206,Kllokot
37,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,97,Kllokot
37,13,JEDINSTVENA GORANSKA PARTIJA,,1,Kllokot
37,14,KOALICIJA VAKAT,,0,Kllokot
37,15,FJALA,,5,Kllokot
37,16,LËVIZJA VETËVENDOSJE!,,200,Kllokot
37,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,0,Kllokot
37,18,PARTIA ROME E BASHKUAR E KOSOVËS,,0,Kllokot
37,19,PARTIA EUROATLANTIKE E KOSOVËS,,0,Kllokot
37,20,KOSOVAKI NEVI ROMANI PARTIA,,1,Kllokot
37,11,SAMOSTALNA LIBERALNA STRANKA,,81,Kllokot
38,10,SLOBODA,,58,Mitrovicë e Veriut
38,11,SAMOSTALNA LIBERALNA STRANKA,,40,Mitrovicë e Veriut
38,12,NISMA SOCIALDEMOKRATE – ALEANCA KOSOVA E RE – PARTIA E DREJTËSISË,,38,Mitrovicë e Veriut
38,1,PARTIA LIBERALE EGJIPTIANE,,6,Mitrovicë e Veriut
38,2,PARTIA DEMOKRATIKE E KOSOVËS,,527,Mitrovicë e Veriut
38,3,PARTIA E ASHKALINJËVE PËR INTEGRIM,,5,Mitrovicë e Veriut
38,4,STRANKA DEMOKRATSKE AKCIJE,,18,Mitrovicë e Veriut
38,5,PARTIJA KOSOVSKIH SRBA,,63,Mitrovicë e Veriut
38,6,PARTIA DEMOKRATIKE E ASHKANLIVE TË KOSOVËS,,4,Mitrovicë e Veriut
38,7,POKRET ZA GORA,,35,Mitrovicë e Veriut
38,8,NOVA DEMOKRATSKA STRANKA,,28,Mitrovicë e Veriut
38,9,AAK-PSD KOALICIONI 100% KOSOVË,,80,Mitrovicë e Veriut
38,23,GRAÐANSKA İNİCİJATİVA GORE,,7,Mitrovicë e Veriut
38,24,LIDHJA DEMOKRATIKE E KOSOVËS,,277,Mitrovicë e Veriut
38,25,SRPSKA LISTA,,7444,Mitrovicë e Veriut
38,13,JEDINSTVENA GORANSKA PARTIJA,,6,Mitrovicë e Veriut
38,14,KOALICIJA VAKAT,,78,Mitrovicë e Veriut
38,15,FJALA,,13,Mitrovicë e Veriut
38,16,LËVIZJA VETËVENDOSJE!,,512,Mitrovicë e Veriut
38,17,KOSOVA DEMOKRATIK TÜRK PARTISI,,22,Mitrovicë e Veriut
38,18,PARTIA ROME E BASHKUAR E KOSOVËS,,2,Mitrovicë e Veriut
38,19,PARTIA EUROATLANTIKE E KOSOVËS,,1,Mitrovicë e Veriut
38,20,KOSOVAKI NEVI ROMANI PARTIA,,0,Mitrovicë e Veriut
38,21,INICIATIVA E RE DEMOKRATIKE E KOSOVËS,,5,Mitrovicë e Veriut
38,22,ESMIR KASI,,2,Mitrovicë e Veriut
